Airport,ShortName,Location,Country,Size
Gimpo (Kimpo) International Airport,GMP,Seoul,South Korea,2
Choibalsan Airport,COQ,Choibalsan,Mongolia,1
Dalanzadgad Airport,DLZ,Dalanzadgad,Mongolia,1
Erdenet Airport,ERT,Erdenet,Mongolia,1
Kharkhorin Airport,KHR,Kharkhorin,Mongolia,1
Khatgal Airport,HTM,Khatgal,Mongolia,1
Khovd Airport,HVD,Khovd,Mongolia,1
Khujirt Airport,HJT,Khujirt,Mongolia,1
Mandalgobi Airport,MXW,Mandalgobi,Mongolia,1
Incheon International Airport,ICN,Seoul,South Korea,5
Seolak Airport,SHO,Sokcho,South Korea,1
Yeosu Airport,SYS,Suncheon,South Korea,1
Suwon Airport,SWU,Suwon,South Korea,1
Ulsan Airport,USN,Ulsan,South Korea,2
WonJu Airport,WJU,WonJu,South Korea,1
Yangyang International Airport,YNY,Yangyang,South Korea,1
Yecheon Airport,YEC,Yecheon,South Korea,1
Moron Airport,MXV,Moron,Mongolia,1
Tosontsengel Airport,TNZ,Tosontsengel,Mongolia,1
Tsetserleg Airport,TSZ,Tsetserleg,Mongolia,1
Buyant Uhaa Airport,ULN,Ulaanbaatar,Mongolia,2
Yeosu Airport,RSU,Yeosu,South Korea,2
Ulaangom Airport,ULO,Ulaangom,Mongolia,1
Ulgit Airport,ULG,Ulgit,Mongolia,1
Uliastai Airport,ULZ,Uliastai,Mongolia,1
Umnugobitour Airport,UGT,Umnugobitour,Mongolia,1
Underkhaan Airport,UNR,Underkhaan,Mongolia,1
Macau International Airport,MFM,Macau (Macao),Macau,2
Bishkek Airport,FRU,Bishkek,Kyrgyzstan,2
Osh Airport,OSS,Osh,Kyrgyzstan,1
Aktau Airport,SCO,Aktau,Kazakhstan,1
Aktyubinsk Airport,AKX,Aktyubinsk,Kazakhstan,1
Almaty Airport,ALA,Almaty,Kazakhstan,2
Arkalyk Airport,AYK,Arkalyk,Kazakhstan,1
Astana Airport,TSE,Astana,Kazakhstan,1
Atbasar Airport,ATX,Atbasar,Kazakhstan,1
Atyrau Airport,GUW,Atyrau,Kazakhstan,1
Balhash Airport,BXH,Balhash,Kazakhstan,1
Burundai Airport,BXJ,Burundai,Kazakhstan,1
Ekibastuz Airport,EKB,Ekibastuz,Kazakhstan,1
Karaganda Airport,KGF,Karaganda,Kazakhstan,1
Kokshetau Airport,KOV,Kokshetau,Kazakhstan,1
Kostanay Airport,KSN,Kostanay,Kazakhstan,1
Kzyl-Orda Airport,KZO,Kzyl-Orda,Kazakhstan,1
Pavlodar Airport,PWQ,Pavlodar,Kazakhstan,1
Petropavlovsk Airport,PPK,Petropavlovsk,Kazakhstan,1
Semipalatinsk Airport,PLX,Semipalatinsk,Kazakhstan,1
Shimkent Airport,CIT,Shimkent,Kazakhstan,1
Aguni Airport,AGJ,Aguni,Japan,2
Akita Airport,AXT,Akita,Japan,2
Amami O Shima Airport,ASJ,Amami O Shima,Japan,2
Aomori Airport,AOJ,Aomori,Japan,2
Asahikawa Airport,AKJ,Asahikawa,Japan,2
Beppu Airport,BPU,Beppu,Japan,1
Taldy-Kurgan Airport,TDK,Taldy-Kurgan,Kazakhstan,1
Uralsk Airport,URA,Uralsk,Kazakhstan,1
Ust-Kamenogorsk Airport,UKK,Ust-Kamenogorsk,Kazakhstan,1
Zaisan Airport,SZI,Zaisan,Kazakhstan,1
Zhairem Airport,HRC,Zhairem,Kazakhstan,1
Zhambyl Airport,DMB,Zhambyl,Kazakhstan,1
Zhezhazgan Airport,DZN,Zhezkazgan,Kazakhstan,1
Hong Kong International Airport / HKIA,HKG,Hong Kong,Hong Kong,5
Shek Mum Airport,QDM,Shek Mum,Hong Kong,1
Fukue Airport,FUJ,Fukue,Japan,2
Fukui Airport,FKJ,Fukui,Japan,1
Fukuoka Airport,FUK,Fukuoka,Japan,4
Fukushima Airport,FKS,Fukushima,Japan,2
Hachijo Jima Airport,HAC,Hachijo Jima,Japan,1
Hachinohe Airport,HHE,Hachinohe,Japan,1
Hakodate Airport,HKD,Hakodate,Japan,2
Hanamaki Airport,HNA,Hanamaki,Japan,2
Batumi Airport,BUS,Batumi,Georgia,1
Kutaisi Airport,KUT,Kutaisi,Georgia,1
Babusheri Airport,SUI,Sukhumi,Georgia,1
Novo Alexeyevka Airport,TBS,Tbilisi,Georgia,3
Aksu Airport,AKU,Aksu,China,2
Altay Airport,AAT,Altay,China,2
Heydar Aliyev International Airport,GYD,Baku,Azerbaijan,2
Zabrat Airport,ZXT,Baku,Azerbaijan,1
Gyandzha Airport,KVD,Gyandzha,Azerbaijan,1
Nakhichevan Airport,NAJ,Nakhichevan,Azerbaijan,1
Hateruma Airport,HTR,Hateruma,Japan,2
Hiroshima International Airport,HIJ,Hiroshima,Japan,2
Hiroshima West Airport,HIW,Hiroshima,Japan,2
Iejima Airport,IEJ,Iejima,Japan,1
Iki Airport,IKI,Iki,Japan,1
Ishigaki Airport,ISG,Ishigaki,Japan,2
Iwami Airport,IWJ,Iwami,Japan,2
An Shun/Huang Guo Shu Airport,AVA,An Shun,China,1
Ankang Airport,AKA,Ankang,China,2
Anqing Airport,AQG,Anqing,China,2
Anshan Airport,AOG,Anshan,China,2
Anyang Airport,AYN,Anyang,China,1
Bangda Airport,BPX,Bangda,China,2
Iwo Jima Airbase,IWO,Iwo Jima Vol,Japan,1
Izumo Airport,IZO,Izumo,Japan,2
Kagoshima Airport,KOJ,Kagoshima,Japan,2
Kerama Airport,KJP,Kerama,Japan,2
Kikaiga Shima Airport,KKX,Kikaiga Shima,Japan,2
Kokura Airport,KKJ,Kita Kyushu,Japan,2
Kitadaito Airport,KTD,Kitadaito,Japan,2
Kobe Airport,UKB,Kobe,Japan,1
Baoshan Airport,BSD,Baoshan,China,2
Baotou Airport,BAV,Baotou,China,2
Beihai Airport,BHY,Beihai,China,2
Beijing Capital International Airport,PEK,Beijing,China,5
Nanyuan Airport,NAY,Beijing,China,1
Bengbu Airport,BFU,Bengbu,China,1
Changchun Longjia International Airport,CGQ,Changchun,China,2
Changde Taohuayuan Airport,CGD,Changde,China,2
Kochi Airport,KCZ,Kochi,Japan,2
Komatsu Airport,KMQ,Komatsu,Japan,2
Kumamoto Airport,KMJ,Kumamoto,Japan,2
Kumejima Airport,UEO,Kumejima,Japan,2
Kushimoto Airport,KUJ,Kushimoto,Japan,1
Changhai Airport,CNI,Changhai,China,1
Changsha Huanghua International Airport,CSX,Changsha,China,2
Changzhi Airport,CIH,Changzhi,China,2
Changzhou Airport,CZX,Changzhou,China,2
Chaoyang Airport,CHG,Chaoyang,China,2
Chengdu Shuangliu International Airport,CTU,Chengdu,China,3
Chifeng Airport,CIF,Chifeng,China,2
Chongqing Jiangbei International Airport,CKG,Chongqing,China,2
Kushiro Airport,KUH,Kushiro,Japan,2
Kyoto Airport,UKY,Kyoto,Japan,1
Marcus Island Airport,MUS,Marcus Island,Japan,1
Matsumoto Airport,MMJ,Matsumoto,Japan,2
Matsuyama Airport,MYJ,Matsuyama,Japan,2
Memanbetsu Airport,MMB,Memanbetsu,Japan,2
Maridor Airport,MMD,Minami Daito,Japan,2
Misawa Airport,MSJ,Misawa,Japan,2
Dali Airport,DLU,Dali City,China,2
Dalian Zhoushuizi International Airport,DLC,Dalian,China,2
Dandong Airport,DDG,Dandong,China,2
Datong Airport,DAT,Datong,China,2
Daxian Airport,DAX,Daxian,China,2
Dayong Airport,DYG,Dayong,China,2
Miyake Jima Airport,MYE,Miyake Jima,Japan,2
Hirara Airport,MMY,Miyako Jima,Japan,2
Miyazaki Airport,KMI,Miyazaki,Japan,2
Monbetsu Airport,MBE,Monbetsu,Japan,2
Nagasaki Airport,NGS,Nagasaki,Japan,2
Nagoya Airport,NGO,Nagoya,Japan,5
Nakashibetsu Airport,SHB,Nakashibetsu,Japan,2
Niigata Airport,KIJ,Niigata,Japan,2
Dazu Airport,DZU,Dazu,China,1
Diqing Airport,DIG,Diqing,China,2
Dongguan Airport,DGM,Dongguan,China,1
Dongsheng Airport,DSN,Dongsheng,China,1
Dongying Airport,DOY,Dongying,China,2
Dunhuang Airport,DNH,Dunhuang,China,2
Enshi Airport,ENH,Enshi,China,2
Fuoshan Airport,FUO,Fuoshan,China,1
Niihama Airport,IHA,Niihama,Japan,1
Nishinoomote Airport,IIN,Nishinoomote,Japan,1
Obihiro Airport,OBO,Obihiro,Japan,2
Odate Noshiro Airport,ONJ,Odate Noshiro,Japan,2
Oita Airport,OIT,Oita,Japan,2
Okayama Airport,OKJ,Okayama,Japan,2
Oki Island Airport,OKI,Oki Island,Japan,2
Naha Airport,OKA,Okinawa,Japan,2
Fuyang Airport,FUG,Fuyang,China,2
Fuyun Airport,FYN,Fuyun,China,1
Fuzhou Changle International Airport,FOC,Fuzhou,China,2
Ganzhou Airport,KOW,Ganzhou,China,2
Okino Erabu Airport,OKE,Okino Erabu,Japan,2
Okushiri Airport,OIR,Okushiri,Japan,1
Omura Airport,OMJ,Omura,Japan,1
Itami Airport,ITM,Osaka,Japan,2
Kansai International Airport,KIX,Osaka,Japan,5
Oshima Airport,OIM,Oshima,Japan,2
Rebun Airport,RBJ,Rebun,Japan,1
Rishiri Airport,RIS,Rishiri,Japan,2
Golmud Airport,GOQ,Golmud,China,2
Guang Yuan Airport,GYS,Guang Yuan,China,2
Guanghan Airport,GHN,Guanghan,China,2
Guanghua Airport,LHK,Guanghua,China,1
Guangzhou Baiyun International Airport,CAN,Guangzhou,China,5
Guilin Liangjiang International Airport,KWL,Guilin,China,2
Guiyang Longdongbao International Airport,KWE,Guiyang,China,2
Ryotsu Sado Is Airport,SDO,Ryotsu Sado Is,Japan,1
Sado Shima Airport,SDS,Sado Shima,Japan,1
Saga Airport,HSG,Saga,Japan,2
Chitose Airport,CTS,Sapporo,Japan,2
Okadama Airport,OKD,Sapporo,Japan,2
Sendai Airport,SDJ,Sendai,Japan,2
Shimojishima Airport,SHI,Shimojishima,Japan,1
Shirahama Airport,SHM,Shirahama,Japan,2
Haikou Meilan International Airport,HAK,Haikou,China,2
Hailar Airport,HLD,Hailar,China,2
Hami Airport,HMI,Hami,China,2
Hangzhou Xiaoshan International Airport,HGH,Hangzhou,China,3
Hanzhong Airport,HZG,Hanzhong,China,2
Harbin Taiping International Airport,HRB,Harbin,China,2
Hefei Airport,HFE,Hefei,China,2
Heihe Airport,HEK,Heihe,China,1
Hengyang Airport,HNY,Hengyang,China,2
Shonai Airport,SYO,Shonai,Japan,2
Takamatsu Airport,TAK,Takamatsu,Japan,2
Tanegashima Airport,TNE,Tanegashima,Japan,2
Tarama Airport,TRA,Taramajima,Japan,2
Tokunoshima Airport,TKN,Tokunoshima,Japan,2
Tokushima Airport,TKS,Tokushima,Japan,2
Haneda Airport,HND,Tokyo,Japan,2
Narita Airport,NRT,Tokyo,Japan,5
Tottori Airport,TTJ,Tottori,Japan,2
Hohhot Baita International Airport,HET,Hohhot,China,2
Hotan Airport,HTN,Hotan,China,2
Zhijiang Airport,HJJ,Huaihua,China,1
Toyama Airport,TOY,Toyama,Japan,2
Tajima Airport,TJH,Toyooka,Japan,2
Tsushima Airport,TSJ,Tsushima,Japan,2
Ube Airport,UBJ,Ube,Japan,2
Noto Airport,NTQ,Wajima,Japan,1
Hokkaido Airport,WKJ,Wakkanai,Japan,2
Yakushima Airport,KUM,Yakushima,Japan,2
Changsha Huanghua Airport,HHA,Huanghua,China,1
Huangyan Airport,HYN,Huangyan,China,2
Huizhou Airport,HUZ,Huizhou,China,1
Humen Port Airport,ZTI,Humen,China,1
Ji An/Jing Gang Shan Airport,JGS,Ji An,China,2
Jiamusi Airport,JMU,Jiamusi,China,1
Jiayuguan Airport,JGN,Jiayuguan,China,1
Jieyang Chaoshan International Airport (Shantou),SWA,Jieyang,China,2
Jilin Airport,JIL,Jilin,China,2
Junmachi Airport,GAJ,Yamagata,Japan,2
Yokohama Airport,YOK,Yokohama,Japan,1
Miho Airport,YGJ,Yonago,Japan,2
Yonaguni Jima Airport,OGN,Yonaguni Jima,Japan,2
Yoronjima Airport,RNJ,Yoronjima,Japan,2
Jinan Airport,TNA,Jinan,China,2
Jingdezhen Airport,JDZ,Jingdezhen,China,2
Gasa Airport,JHG,Jinghong,China,2
Jining Airport,JNG,Jining,China,1
Quanzhou Jinjiang Airport,JJN,Jinjiang,China,2
Jinzhou Airport,JNZ,Jinzhou,China,2
Jiujiang Airport,JIU,Jiujiang,China,2
Jiuquan Airport,CHW,Jiuquan,China,1
Juzhou Airport,JUZ,Juzhou,China,2
Karamay Airport,KRY,Karamay,China,2
Kashi Airport,KHG,Kashi,China,2
Korla Airport,KRL,Korla,China,2
Kunming Wujiaba International Airport,KMG,Kunming,China,2
Kuqa Airport,KCA,Kuqa,China,2
Lanzhou Zhongchuan Airport,LHW,Lanzhou,China,2
Lanzhoudong Airport,LZD,Lanzhou,China,1
Gyoumri Airport,LWN,Gyoumri,Armenia,1
Zvartnots Airport,EVN,Yerevan,Armenia,2
Zhongchuan Airport,ZGC,Lanzhou,China,1
Lhasa Airport,LXA,Lhasa,China,2
Liangping Airport,LIA,Liangping,China,2
Lianhuashan Port Airport,ZIY,Lianhuashan,China,1
Lianyungang Airport,LYG,Lianyungang,China,2
Acarigua Airport,AGV,Acarigua,Venezuela,1
Anaco Airport,AAO,Anaco,Venezuela,1
Gen J A Anzoategui Airport,BLA,Barcelona,Venezuela,1
Barinas Airport,BNS,Barinas,Venezuela,1
Barquisimeto Airport,BRM,Barquisimeto,Venezuela,1
Artigas Airport,ATI,Artigas,Uruguay,1
Bella Union Airport,BUV,Bella Union,Uruguay,1
Colonia Airport,CYR,Colonia,Uruguay,1
Durazno Airport,DZO,Durazno,Uruguay,1
Melo Airport,MLZ,Melo,Uruguay,1
Carrasco Airport,MVD,Montevideo,Uruguay,2
Paysandu Airport,PDU,Paysandu,Uruguay,1
Punta Del Este Airport,PDP,Punta Del Este,Uruguay,1
Rivera Airport,RVY,Rivera,Uruguay,1
Lijiang Airport,LJG,Lijiang City,China,2
Lincang Airport,LNJ,Lincang,China,2
LingLing Airport,LLF,LingLing,China,2
Albina Airport,ABN,Albina,Suriname,1
Cayana Airstrip,AAJ,Awaradam,Suriname,1
Botopasie Airport,BTO,Botopasie,Suriname,1
Djoemoe Airport,DOE,Djoemoe,Suriname,1
Drietabbetje Airport,DRJ,Drietabbetje,Suriname,1
Tepoe Airstrip,KCB,Kasikasima,Suriname,1
Ladouanie Airport,LDO,Ladouanie,Suriname,1
Moengo Airport,MOJ,Moengo,Suriname,1
Alerta Airport,ALD,Alerta,Peru,1
Andahuaylas Airport,ANS,Andahuaylas,Peru,1
Anta Airport,ATA,Anta,Peru,1
Rodriguez Ballon Airport,AQP,Arequipa,Peru,2
Yanamilla Airport,AYP,Ayacucho,Peru,1
Bellavista Airport,BLP,Bellavista,Peru,1
Cajamarca Airport,CJA,Cajamarca,Peru,1
Alto Rio Senguerr Airport,ARR,Alto Rio Senguerr,Argentina,1
Comandante Airport,BHI,Bahia Blanca,Argentina,1
Arpt. Jorge Newbery Airport,AEP,Buenos Aires,Argentina,2
Ministro Pistarini International Airport,EZE,Buenos Aires,Argentina,4
Caleta Olivia Airport,CVI,Caleta Olivia,Argentina,1
Oro Negro Airport,CBS,Cabimas,Venezuela,1
Caicara De Oro Airport,CXA,Caicara De Oro,Venezuela,1
Calabozo Airport,CLZ,Calabozo,Venezuela,1
Canaima Airport,CAJ,Canaima,Venezuela,1
Salto Airport,STY,Salto,Uruguay,1
Tacuarembo Airport,TAW,Tacuarembo,Uruguay,1
Treinta-y-Tres Airport,TYT,Treinta-y-Tres,Uruguay,1
Vichadero Airport,VCH,Vichadero,Uruguay,1
Linxi Airport,LXI,Linxi,China,1
Linyi Airport,LYI,Linyi,China,2
Liping Airport,HZH,Liping City,China,1
Liuzhou Airport,LZH,Liuzhou,China,2
Liancheng Airport,LCX,Longyan,China,1
Luoyang Airport,LYA,Luoyang,China,2
Lushan Airport,LUZ,Lushan,China,1
Mangshi Airport,LUM,Luxi,China,2
Nieuw Nickerie Airport,ICK,Nieuw Nickerie,Suriname,1
Vincent Fayks Airport,OEM,Paloemeu,Suriname,1
Zanderij International Airport,PBM,Paramaribo,Suriname,2
Zorg En Hoop Airport,ORG,Paramaribo,Suriname,1
Stoelmans Eiland Airport,SMZ,Stoelmans Eiland,Suriname,1
Coronie Airport,TOT,Totness,Suriname,1
Wageningen Airport,AGI,Wageningen,Suriname,1
Washabo Airport,WSO,Washabo,Suriname,1
Chachapoyas Airport,CHH,Chachapoyas,Peru,1
Cornel Ruiz Airport,CIX,Chiclayo,Peru,2
Chimbote Airport,CHM,Chimbote,Peru,1
Velazco Astete Airport,CUZ,Cuzco,Peru,2
Huanuco Airport,HUU,Huanuco,Peru,1
Iberia Airport,IBP,Iberia,Peru,1
Ilo Airport,ILQ,Ilo,Peru,1
C.F. Secada Airport,IQT,Iquitos,Peru,2
Carmen De Patagones Airport,CPG,Carmen De Patagones,Argentina,1
Catamarca Airport,CTC,Catamarca,Argentina,1
Caviahue Airport,CVH,Caviahue,Argentina,1
Ceres Airport,CRR,Ceres,Argentina,1
Charata Airport,CNT,Charata,Argentina,1
Oscar Reguera Airport,HOS,Chos Malal,Argentina,1
Clorinda Airport,CLX,Clorinda,Argentina,1
Colonia Catriel Airport,CCT,Colonia Catriel,Argentina,1
Colonia Sarmiento Airport,OLN,Colonia Sarmiento,Argentina,1
Simon Bolivar Airport,CCS,Caracas,Venezuela,4
Carora Airport,VCR,Carora,Venezuela,1
Carupano Airport,CUP,Carupano,Venezuela,1
Casigua Airport,CUV,Casigua,Venezuela,1
Luzhou Airport,LZO,Luzhou,China,2
Manzhouli Airport,NZH,Manzhouli,China,1
Meixian Airport,MXZ,Meixian,China,2
Mianyang Nanjiao Airport,MIG,Mianyang,China,2
Mudanjiang Airport,MDG,Mudanjiang,China,2
Nanchang Airport,KHN,Nanchang,China,2
Nanchong Airport,NAO,Nanchong,China,2
Nanking/Nanjing Airport,NKG,Nanjing,China,2
Nanning Wuxu International Airport,NNG,Nanning,China,2
Jauja Airport,JAU,Jauja,Peru,1
Juanjui Airport,JJI,Juanjui,Peru,1
Juliaca Airport,JUL,Juliaca,Peru,2
Jorge Chávez International Airport,LIM,Lima,Peru,3
Machu Picchu Airport,MFT,Machu Picchu,Peru,1
Moyobamba Airport,MBP,Moyobamba,Peru,1
Pisco Airport,PIO,Pisco,Peru,1
Piura Airport,PIU,Piura,Peru,2
Capitan Rolden Airport,PCL,Pucallpa,Peru,1
Comodoro Rivadavia Airport,CRD,Comodoro Rivadavia,Argentina,2
Concordia Airport,COC,Concordia,Argentina,1
Pajas Blancas Airport,COR,Cordoba,Argentina,2
Brigadier Hector Ruiz Airport,CSZ,Coronel Suarez,Argentina,1
Ciudad Bolivar Airport,CBL,Ciudad Bolivar,Venezuela,1
Ciudad Guayana Airport,CGU,Ciudad Guayana,Venezuela,1
Coro Airport,CZE,Coro,Venezuela,1
Cumana Airport,CUM,Cumana,Venezuela,1
El Dorado Airport,EOR,El Dorado,Venezuela,1
El Tigre Airport,ELX,El Tigre,Venezuela,1
El Vigia Airport,VIG,El Vigia,Venezuela,1
Elorza Airport,EOZ,Elorza,Venezuela,1
Guanare Airport,GUQ,Guanare,Venezuela,1
Vare Maria Airport,GDO,Guasdualito,Venezuela,1
Nantong Airport,NTG,Nantong,China,2
Nanyang Airport,NNY,Nanyang,China,2
Ningbo Airport,NGB,Ningbo,China,2
Pan Zhi Hua Bao AnYing Airport,PZI,Pan Zhi Hua,China,1
Peng Lai/Sha He Kou Airport,PNJ,Peng Lai,China,1
Qiemo Airport,IQM,Qiemo,China,2
Qingdao Liuting International Airport,TAO,Qingdao,China,2
Puerto Maldonado Airport,PEM,Puerto Maldonado,Peru,2
Quincemil Airport,UMI,Quincemil,Peru,1
Rioja Airport,RIJ,Rioja,Peru,1
Camba Punta Airport,CNQ,Corrientes,Argentina,1
Curuzu Cuatia Airport,UZU,Curuzu Cuatia,Argentina,1
Cutral Airport,CUT,Cutral,Argentina,1
El Bolson Airport,EHL,El Bolson,Argentina,1
El Calafate Airport,FTE,El Calafate,Argentina,1
El Maiten Airport,EMX,El Maiten,Argentina,1
El Palomar Airport,EPA,El Palomar,Argentina,1
Guiria Airport,GUI,Guiria,Venezuela,1
Icabaru Airport,ICA,Icabaru,Venezuela,1
Kamarata Airport,KTV,Kamarata,Venezuela,1
Kavanayen Airport,KAV,Kavanayen,Venezuela,1
La Fria Airport,LFR,La Fria,Venezuela,1
La Guaira Airport,LAG,La Guaira,Venezuela,1
Lagunillas Airport,LGY,Lagunillas,Venezuela,1
Qingyang Airport,IQN,Qingyang,China,2
Qinhuangdao Airport,SHP,Qinhuangdao,China,2
Qiqihar Airport,NDG,Qiqihar,China,2
Rugao Airport,RUG,Rugao,China,1
Sanya Phoenix International Airport,SYX,Sanya,China,2
Shanghai Hongqiao International Airport,SHA,Shanghai,China,2
Shanghai Pudong International Airport,PVG,Shanghai,China,5
Shanhaiguan Airport,SHF,Shanhaiguan,China,1
Rodriguez De Men Airport,RIM,Rodriguez De Men,Peru,1
San Juan Airport,SJA,San Juan,Peru,1
San Juan Aposento Airport,APE,San Juan Aposento,Peru,1
Santa Maria Airport,SMG,Santa Maria,Peru,1
Saposoa Airport,SQU,Saposoa,Peru,1
Shiringayoc Airport,SYC,Shiringayoc,Peru,1
Tacna Airport,TCQ,Tacna,Peru,2
Talara Airport,TYL,Talara,Peru,1
Eldorado Airport,ELO,Eldorado,Argentina,1
Esquel Airport,EQS,Esquel,Argentina,1
El Pucu Airport,FMA,Formosa,Argentina,1
General Pico Airport,GPO,General Pico,Argentina,1
General Roca Airport,GNR,General Roca,Argentina,1
General Villegas Airport,VGS,General Villegas,Argentina,1
Gobernador Gregores Airport,GGS,Gobernador Gregores,Argentina,1
Goya Airport,OYA,Goya,Argentina,1
Josefa Camejo Airport,LSP,Las Piedras,Venezuela,1
Los Roques Airport,LRV,Los Roques,Venezuela,1
La Chinita Airport,MAR,Maracaibo,Venezuela,2
Maracay Airport,MYC,Maracay,Venezuela,1
Shanshan Airport,SXJ,Shanshan,China,2
Shanzhou Airport,SZO,Shanzhou,China,1
Shaoguan Airport,HSC,Shaoguan,China,1
Shashi Airport,SHS,Shashi,China,2
Shekou Port Airport,ZYK,Shekou,China,1
Shenyang Taoxian International Airport,SHE,Shenyang,China,2
Tarapoto Airport,TPP,Tarapoto,Peru,2
Tingo Maria Airport,TGI,Tingo Maria,Peru,1
Trujillo Airport,TRU,Trujillo,Peru,2
Tumbes Airport,TBP,Tumbes,Peru,1
Yurimaguas Airport,YMS,Yurimaguas,Peru,1
Gualeguaychu Airport,GHU,Gualeguaychu,Argentina,1
Cataratas Airport,IGR,Iguazu,Argentina,2
Ingeniero Jacobacci Airport,IGB,Ingeniero Jacobacci,Argentina,1
Jose De San Martin Airport,JSM,Jose De San Martin,Argentina,1
El Cadillal Airport,JUJ,Jujuy,Argentina,1
Junin Airport,JNI,Junin,Argentina,1
La Cumbre Airport,LCM,La Cumbre,Argentina,1
Quiriquire Airport,MUN,Maturin,Venezuela,1
A Carnevalli Airport,MRD,Merida,Venezuela,1
Palmarito Airport,PTM,Palmarito,Venezuela,1
Pedernales Airport,PDZ,Pedernales,Venezuela,1
Peraitepuy Airport,PPH,Peraitepuy,Venezuela,1
Pijiguaos Airport,LPJ,Pijiguaos,Venezuela,1
DelCaribe Gen S Marino Airport,PMV,"Porlamar, Margarita Island",Venezuela,2
Shenzhen Bao'an International Airport (Huangtin),SZX,Shenzhen,China,2
Shijiazhuang Zhengding International Airport,SJW,Shijiazhuang,China,2
Simao Airport,SYM,Simao,China,2
Jiu Zhai Huang Long Airport,JZH,Song Pan,China,1
Sui Fen He Airport,FUD,Sui Fen He,China,1
Suzhou Airport,SZV,Suzhou,China,1
Tacheng Airport,TCG,Tacheng,China,2
Tai Shan Airport,ZCA,Tai Shan,China,1
Taiyuan Airport,TYN,Taiyuan,China,2
La Plata Airport,LPG,La Plata,Argentina,1
La Rioja Airport,IRJ,La Rioja,Argentina,1
Lago Argentino Airport,ING,Lago Argentino,Argentina,1
Las Heras Airport,LHS,Las Heras,Argentina,1
Las Lomitas Airport,LLS,Las Lomitas,Argentina,1
Loncopue Airport,LCP,Loncopue,Argentina,1
Los Menucos Airport,LMD,Los Menucos,Argentina,1
Malargue Airport,LGS,Malargue,Argentina,1
Maquinchao Airport,MQD,Maquinchao,Argentina,1
Puerto Ayacucho Airport,PYH,Puerto Ayacucho,Venezuela,1
Puerto Cabello Airport,PBL,Puerto Cabello,Venezuela,1
Puerto Ordaz Airport,PZO,Puerto Ordaz,Venezuela,1
Puerto Paez Airport,PPZ,Puerto Paez,Venezuela,1
San Antonio Airport,SVZ,San Antonio,Venezuela,1
Tianjin Binhai International Airport,TSN,Tianjin,China,2
Tonghua Liuhe Airport,TNH,Tonghua,China,1
Tongliao Airport,TGO,Tongliao,China,1
Tongren Airport,TEN,Tongren,China,2
Tunxi Airport,TXN,Tunxi,China,2
Ulanhot Airport,HLH,Ulanhot,China,1
Urumqi Airport,URC,Urumqi,China,2
Wanxian Airport,WXN,Wanxian,China,2
Mar Del Plata Airport,MDQ,Mar Del Plata,Argentina,1
El Plumerillo Airport,MDZ,Mendoza,Argentina,2
Mercedes Airport,MDX,Mercedes,Argentina,1
Valle Del Conlara Airport,RLO,Merlo,Argentina,1
Miramar Airport,MJR,Miramar,Argentina,1
Monte Caseros Airport,MCS,Monte Caseros,Argentina,1
Necochea Airport,NEC,Necochea,Argentina,1
Neuquen Airport,NQN,Neuquen,Argentina,1
San Cristobal Airport,SCI,San Cristobal,Venezuela,1
San Felipe Airport,SNF,San Felipe,Venezuela,1
San Felix Airport,SFX,San Felix,Venezuela,1
Weifang Airport,WEF,Weifang,China,2
Weihai Airport,WEH,Weihai,China,2
Wenzhou Airport,WNZ,Wenzhou,China,2
Wu Hai Airport,WUA,Wu Hai,China,1
Wuhan Airport,WUH,Wuhan,China,2
Wuhu Airport,WHU,Wuhu,China,1
Wuxi Airport,WUX,Wuxi,China,2
Wuyishan Airport,WUS,Wuyishan,China,2
Olavarria Airport,OVR,Olavarria,Argentina,1
Oran Airport,ORA,Oran,Argentina,1
Parana Airport,PRA,Parana,Argentina,1
Paso De Los Libres Airport,AOL,Paso De Los Libres,Argentina,1
Pehuajo Airport,PEH,Pehuajo,Argentina,1
Perito Moreno Airport,PMQ,Perito Moreno,Argentina,1
Posadas Airport,PSS,Posadas,Argentina,1
Las Flecheras Airport,SFD,San Fernando De Apure,Venezuela,1
San Salvador De Airport,SVV,San Salvador De,Venezuela,1
El Tigre Airport,SOM,San Tome,Venezuela,1
Santa Barbara Ba Airport,SBB,Santa Barbara Ba,Venezuela,1
L Delicias Airport,STB,Santa Barbara Ed,Venezuela,1
Santa Elena Airport,SNV,Santa Elena,Venezuela,1
Changzhoudao Airport,WUZ,Wuzhou,China,2
Xianyang Airport,XIY,Xi An,China,2
Xiguan Airport,SIA,Xi An,China,2
Xiamen Gaoqi International Airport,XMN,Xiamen,China,4
Xiangfan Airport,XFN,Xiangfan,China,2
Xichang Airport,XIC,Xichang,China,2
Xilinhot Airport,XIL,Xilinhot,China,1
Pres. Roque Saenz Pena Airport,PRQ,Pres. Roque Saenz Pena,Argentina,1
Puerto Deseado Airport,PUD,Puerto Deseado,Argentina,1
El Tehuelche Airport,PMY,Puerto Madryn,Argentina,1
Reconquista Airport,RCQ,Reconquista,Argentina,1
Resistencia Airport,RES,Resistencia,Argentina,1
Rincon de los Sauces Airport,RDS,Rincon de los Sauces,Argentina,1
Rio Cuarto Airport,RCU,Rio Cuarto,Argentina,1
Internacional Airport,RGL,Rio Gallegos,Argentina,2
